filename	width	height	status	ref_count	locales	sample_pages
ch09-advanced-planning-dag-critical-path-map-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch02-reasoning/05-advanced-planning.md
ch09-advanced-planning-dag-critical-path-map.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch02-reasoning/05-advanced-planning.md
ch09-advanced-tool-patterns-output-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch03-tools/06-advanced-patterns.md
ch09-advanced-tool-patterns-output-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch03-tools/06-advanced-patterns.md
ch09-advanced-tool-patterns-output-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch03-tools/06-advanced-patterns.md
ch09-agent-action-loop-trace-map-en.webp	1536	1024	candidate	2	en	docs/ch09-agent/ch01-agent-basics/01-what-is-agent.md;docs/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-agent-action-loop-trace-map-ja.webp	1536	1024	candidate	2	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch01-agent-basics/01-what-is-agent.md;i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-agent-action-loop-trace-map.webp	1536	1024	candidate	2	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch01-agent-basics/01-what-is-agent.md;i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-agent-benchmark-custom-eval-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch08-eval-safety/02-benchmarks.md
ch09-agent-benchmark-custom-eval-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/02-benchmarks.md
ch09-agent-benchmark-custom-eval-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/02-benchmarks.md
ch09-agent-boundary-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/index.md
ch09-agent-boundary-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/index.md
ch09-agent-boundary-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/index.md
ch09-agent-boundary-workflow-chatbot-map-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch01-agent-basics/01-what-is-agent.md
ch09-agent-boundary-workflow-chatbot-map-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch01-agent-basics/01-what-is-agent.md
ch09-agent-boundary-workflow-chatbot-map.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch01-agent-basics/01-what-is-agent.md
ch09-agent-cache-savings-result-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch09-deployment/04-cost-optimization.md
ch09-agent-cache-savings-result-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/04-cost-optimization.md
ch09-agent-cache-savings-result-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/04-cost-optimization.md
ch09-agent-checkpoint-recovery-result-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch09-deployment/03-persistence-recovery.md
ch09-agent-checkpoint-recovery-result-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/03-persistence-recovery.md
ch09-agent-checkpoint-recovery-result-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/03-persistence-recovery.md
ch09-agent-cost-estimator-result-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch09-deployment/04-cost-optimization.md
ch09-agent-cost-estimator-result-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/04-cost-optimization.md
ch09-agent-cost-estimator-result-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/04-cost-optimization.md
ch09-agent-cost-routing-cache-budget-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch09-deployment/04-cost-optimization.md
ch09-agent-cost-routing-cache-budget-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/04-cost-optimization.md
ch09-agent-cost-routing-cache-budget-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/04-cost-optimization.md
ch09-agent-eval-layered-scorecard-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch08-eval-safety/01-evaluation-methods.md
ch09-agent-eval-layered-scorecard-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/01-evaluation-methods.md
ch09-agent-eval-layered-scorecard-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/01-evaluation-methods.md
ch09-agent-eval-metrics-result-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch08-eval-safety/01-evaluation-methods.md
ch09-agent-eval-metrics-result-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/01-evaluation-methods.md
ch09-agent-eval-metrics-result-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/01-evaluation-methods.md
ch09-agent-execution-loop-en.webp	1024	1792	keep	1	en	docs/ch09-agent/index.md
ch09-agent-execution-loop-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/index.md
ch09-agent-execution-loop.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/index.md
ch09-agent-guardrails-run-result-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch08-eval-safety/04-guardrails.md
ch09-agent-guardrails-run-result-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/04-guardrails.md
ch09-agent-guardrails-run-result-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/04-guardrails.md
ch09-agent-observability-trace-schema-result-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch08-eval-safety/05-observability.md
ch09-agent-observability-trace-schema-result-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/05-observability.md
ch09-agent-observability-trace-schema-result-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/05-observability.md
ch09-agent-observability-trace-span-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch08-eval-safety/05-observability.md
ch09-agent-observability-trace-span-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/05-observability.md
ch09-agent-observability-trace-span-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/05-observability.md
ch09-agent-persistence-checkpoint-eventlog-map-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch09-deployment/03-persistence-recovery.md
ch09-agent-persistence-checkpoint-eventlog-map-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/03-persistence-recovery.md
ch09-agent-persistence-checkpoint-eventlog-map.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/03-persistence-recovery.md
ch09-agent-risk-debug-loop-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch08-eval-safety/00-roadmap.md
ch09-agent-risk-debug-loop-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/00-roadmap.md
ch09-agent-risk-debug-loop.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/00-roadmap.md
ch09-agent-runtime-state-queue-map-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch09-deployment/01-deployment-architecture.md
ch09-agent-runtime-state-queue-map-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/01-deployment-architecture.md
ch09-agent-runtime-state-queue-map.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/01-deployment-architecture.md
ch09-agent-security-prompt-injection-risk-map-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch08-eval-safety/03-agent-security.md
ch09-agent-security-prompt-injection-risk-map-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/03-agent-security.md
ch09-agent-security-prompt-injection-risk-map.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/03-agent-security.md
ch09-agent-system-architecture-dataflow-map-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch01-agent-basics/04-system-architecture.md
ch09-agent-system-architecture-dataflow-map-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch01-agent-basics/04-system-architecture.md
ch09-agent-system-architecture-dataflow-map.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch01-agent-basics/04-system-architecture.md
ch09-agent-systems-en.webp	1024	1792	keep	1	en	docs/ch09-agent/index.md
ch09-agent-systems-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/index.md
ch09-agent-systems.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/index.md
ch09-agent-trace-pack-en.webp	1024	1792	keep	1	en	docs/ch09-agent/study-guide.md
ch09-agent-trace-pack-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/study-guide.md
ch09-agent-trace-pack.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/study-guide.md
ch09-agent-workshop-run-trace-eval-result-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-agent-workshop-run-trace-eval-result-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-agent-workshop-run-trace-eval-result-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-autogen-message-feedback-loop-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch06-frameworks/05-autogen.md
ch09-autogen-message-feedback-loop-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/05-autogen.md
ch09-autogen-message-feedback-loop.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/05-autogen.md
ch09-basics-chapter-flow-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch01-agent-basics/00-roadmap.md
ch09-basics-chapter-flow-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch01-agent-basics/00-roadmap.md
ch09-basics-chapter-flow.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch01-agent-basics/00-roadmap.md
ch09-basics-execution-loop-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch01-agent-basics/00-roadmap.md
ch09-basics-execution-loop-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch01-agent-basics/00-roadmap.md
ch09-basics-execution-loop.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch01-agent-basics/00-roadmap.md
ch09-basics-position-bridge-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch01-agent-basics/00-roadmap.md
ch09-basics-position-bridge-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch01-agent-basics/00-roadmap.md
ch09-basics-position-bridge.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch01-agent-basics/00-roadmap.md
ch09-canary-route-bucket-result-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch09-deployment/05-production-best-practices.md
ch09-canary-route-bucket-result-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/05-production-best-practices.md
ch09-canary-route-bucket-result-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/05-production-best-practices.md
ch09-capability-level-ladder-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch01-agent-basics/03-capability-levels.md
ch09-capability-level-ladder-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch01-agent-basics/03-capability-levels.md
ch09-capability-level-ladder-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch01-agent-basics/03-capability-levels.md
ch09-code-agent-sandbox-review-map-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch03-tools/07-code-agent.md
ch09-code-agent-sandbox-review-map-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch03-tools/07-code-agent.md
ch09-code-agent-sandbox-review-map.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch03-tools/07-code-agent.md
ch09-common-tools-dispatch-result-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch03-tools/04-common-tools.md
ch09-common-tools-dispatch-result-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch03-tools/04-common-tools.md
ch09-common-tools-dispatch-result-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch03-tools/04-common-tools.md
ch09-cot-self-check-structure-map-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch02-reasoning/02-chain-reasoning.md
ch09-cot-self-check-structure-map-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch02-reasoning/02-chain-reasoning.md
ch09-cot-self-check-structure-map.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch02-reasoning/02-chain-reasoning.md
ch09-crewai-team-roles-flow-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch06-frameworks/04-crewai.md
ch09-crewai-team-roles-flow-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/04-crewai.md
ch09-crewai-team-roles-flow.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/04-crewai.md
ch09-data-analysis-agent-notebook-loop-map-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch10-projects/02-data-analysis-agent.md
ch09-data-analysis-agent-notebook-loop-map-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/02-data-analysis-agent.md
ch09-data-analysis-agent-notebook-loop-map.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/02-data-analysis-agent.md
ch09-data-analysis-sales-trace-result-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch10-projects/02-data-analysis-agent.md
ch09-data-analysis-sales-trace-result-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/02-data-analysis-agent.md
ch09-data-analysis-sales-trace-result-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/02-data-analysis-agent.md
ch09-deployment-chapter-flow-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch09-deployment/00-roadmap.md
ch09-deployment-chapter-flow-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/00-roadmap.md
ch09-deployment-chapter-flow.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/00-roadmap.md
ch09-deployment-observability-loop-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch09-deployment/00-roadmap.md
ch09-deployment-observability-loop-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/00-roadmap.md
ch09-deployment-observability-loop.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch09-deployment/00-roadmap.md
ch09-eval-safety-chapter-flow-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch08-eval-safety/00-roadmap.md
ch09-eval-safety-chapter-flow-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/00-roadmap.md
ch09-eval-safety-chapter-flow.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch08-eval-safety/00-roadmap.md
ch09-framework-selection-decision-map-en.webp	1536	1024	candidate	3	en	docs/ch09-agent/ch06-frameworks/00-roadmap.md;docs/ch09-agent/ch06-frameworks/08-framework-selection.md;docs/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-framework-selection-decision-map-ja.webp	1536	1024	candidate	3	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/00-roadmap.md;i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/08-framework-selection.md;i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-framework-selection-decision-map.webp	1536	1024	candidate	3	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/00-roadmap.md;i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/08-framework-selection.md;i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-framework-selection-map-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch06-frameworks/00-roadmap.md
ch09-framework-selection-map-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/00-roadmap.md
ch09-framework-selection-map.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/00-roadmap.md
ch09-frameworks-position-map-en.webp	1536	1024	candidate	2	en	docs/ch09-agent/ch06-frameworks/00-roadmap.md;docs/ch09-agent/ch06-frameworks/01-framework-overview.md
ch09-frameworks-position-map-ja.webp	1536	1024	candidate	2	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/00-roadmap.md;i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/01-framework-overview.md
ch09-frameworks-position-map.webp	1536	1024	candidate	2	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/00-roadmap.md;i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/01-framework-overview.md
ch09-function-calling-closed-loop-result-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch03-tools/01-function-calling-deep.md
ch09-function-calling-closed-loop-result-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch03-tools/01-function-calling-deep.md
ch09-function-calling-closed-loop-result-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch03-tools/01-function-calling-deep.md
ch09-langgraph-state-machine-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch06-frameworks/02-langchain-langgraph.md
ch09-langgraph-state-machine-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/02-langchain-langgraph.md
ch09-langgraph-state-machine-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/02-langchain-langgraph.md
ch09-llamaindex-query-engine-flow-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch06-frameworks/03-llamaindex.md
ch09-llamaindex-query-engine-flow-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/03-llamaindex.md
ch09-llamaindex-query-engine-flow.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/03-llamaindex.md
ch09-long-term-memory-write-update-policy-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch04-memory/03-long-term-memory.md
ch09-long-term-memory-write-update-policy-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch04-memory/03-long-term-memory.md
ch09-long-term-memory-write-update-policy-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch04-memory/03-long-term-memory.md
ch09-low-code-process-whiteboard-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch06-frameworks/07-low-code-platforms.md
ch09-low-code-process-whiteboard-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/07-low-code-platforms.md
ch09-low-code-process-whiteboard.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch06-frameworks/07-low-code-platforms.md
ch09-mcp-capability-bridge-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch05-mcp/00-roadmap.md
ch09-mcp-capability-bridge-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch05-mcp/00-roadmap.md
ch09-mcp-capability-bridge.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch05-mcp/00-roadmap.md
ch09-mcp-chapter-flow-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch05-mcp/00-roadmap.md
ch09-mcp-chapter-flow-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch05-mcp/00-roadmap.md
